序号,区县名称,街道名称,社区名称,类别名,名称（全称）,地址（详细到门牌号）,邮政编码,联系电话,服务项目,服务时间,家政服务
350,密云县,鼓楼街道,宾阳社区,家政服务,隆盛鑫信息咨询服务部,宾阳西里26-4-102,101500,13601329752,房屋、家政、中介服务,全工作日,家政服务
351,密云县,鼓楼街道,鼓楼社区,家政服务,北京忠信仁和家政服务部,沿湖小区30-6号车库,101500,15601070762,提供商务服务信息,工作日,家政服务
352,密云县,鼓楼街道,花园社区,家政服务,艳云家政服务部,花园社区16-14号楼车棚东头,101500,69021212,房屋出租,8:30-17:00,家政服务
353,密云县,鼓楼街道,花园社区,家政服务,北京鑫昊虹风家政服务部,花园社区20楼西侧平房,101500,81961572,房屋出租、家政服务,8:30-17:00,家政服务
354,密云县,鼓楼街道,沿湖社区,家政服务,北京福林逸居家政服务部,沿湖小区18-4-102,101500,13810991378,家政服务,早8:00-晚5：30,家政服务
355,密云县,鼓楼街道,云秀花园社区,家政服务,密云华荣家庭服务部,沙河村路西,101500,,照像、家政服务,全天,家政服务
356,密云县,果园街道,季庄社区,家政服务,博政翔搬家公司,季庄社区50#楼7-14,101500,69020548,搬家,,家政服务
357,密云县,果园街道,康居社区,家政服务,云龙家政,南区14号车库,101500,13693096876,家政服务,,家政服务
358,密云县,果园街道,果园新里社区,家政服务,家政信息服务部,果园新里中区9号楼下,101500,15910452049,保姆、保洁,24小时,家政服务
359,延庆县,永宁镇,阜民街村,家政服务,北京温馨宝昌保洁服务中心,北京市延庆县永宁镇阜民街东城外76号,102104,13716021248,家政保洁,长年,家政服务
360,海淀区,八里庄街道,八里庄北里社区,家政服务,　社区家政,　八里庄北里社区1号院,100142,66382966,提供家政服务,,家政服务
361,海淀区,八里庄街道,北京印象社区,家政服务,北京勤茂家政服务公司,阜成路115号北京印象小区7号楼北面平房,100142,88118411,　小时工、保姆,,家政服务
362,海淀区,八里庄街道,定慧西里第一社区,家政服务,　四路通基石社区服务中心,　定慧西里1楼1门102,100142,88114452,　家政中介,　周一至周日,家政服务
363,海淀区,八里庄街道,美丽园社区,家政服务,　美丽园社区家政服务部,　美丽园小区30号楼配楼二层,100097,88591204,　家政职业介绍,　每天9：00至17：00,家政服务
364,海淀区,八里庄街道,世纪新景园社区,家政服务,　北京洁淼家政服务中心,　北洼路9号院2号楼B1D,100089,13241827868,　家政服务、社区保洁,　全天,家政服务
365,海淀区,八里庄街道,双紫园社区,家政服务,海兴缘家政服务公司,海淀区北洼西里29-5号,100089,,家政综合服务,8：30—17：00,家政服务
366,海淀区,八里庄街道,徐庄社区,家政服务,兴兴管家保洁公司　,　彰化南路5号,100097,88491158,,　全天,家政服务
367,海淀区,八里庄街道,西八里社区,家政服务,八里庄街道社区家政服务公司,海淀区西八里庄121号,100142,88137446,家政服务,,家政服务
368,海淀区,八里庄街道,颐慧佳园社区,家政服务,北京思瑶家政服务第一分公司,北京海淀区恩济里小区3号楼,100036,13521626207,介绍月嫂、育儿嫂、保姆、小时工等,早8点至晚18点,家政服务
369,海淀区,北下关街道,北京交大社区,家政服务,　北京北交家政服务有限公司,海淀上园村3号院家政服务小楼,100044,51685638,　家政服务,8:30-11:30，14:00-17:00,家政服务
370,海淀区,北下关街道,大柳树社区 ,家政服务,七彩欣天便民服务站,大柳树路11号,100081,62167699,家政服务、养老券服务、法律咨询人防空间,9:30—11:30,家政服务
371,海淀区,北下关街道,中国气象局社区,家政服务,云勤家政服务中心,中关村南大街46号南区22号楼,100081,12520312859,家政服务,全天24小时,家政服务
372,海淀区,青龙桥街道,解放军309医院社区,家政服务,青龙桥街道社区服务中心社区家政,海淀区厢红旗东门外一号院东出租楼,100091,62886811-6125,保姆\小时工,9:00-12:00 14:00-17:30       ,家政服务
373,海淀区,青龙桥街道,安河桥社区 ,家政服务,安河桥社区家政服务站,安河桥正红旗东街甲16号,100091,62883065,家政服务,8:30—11:30  14：00—17:30,家政服务
374,海淀区,青龙桥街道,大有庄社区,家政服务,青龙桥街道社区服务中心,海淀区厢红旗东门外1号,100091,62886811,介绍小时工,"周一至周五
上午9点-11点30
下午2点-5点",家政服务
375,海淀区,青龙桥街道,军科社区,家政服务,青龙桥街道军科社区居委会,军科院居委会办公室,100091,66762688,保姆、小时工,早8-晚6,家政服务
376,海淀区,青龙桥街道,水磨社区,家政服务,梦久香缘家政,水磨新区34号,100084,13520851592,家政服务,8:30-18:00,家政服务
377,海淀区,青龙桥街道,厢红旗社区 ,家政服务,青龙桥街道家政服务公司,厢红旗东门外1号出租楼,100091,62886811-6125,9：00——17:00,,家政服务
378,海淀区,青龙桥街道,颐东苑社区,家政服务,颐源居家政服务公司,海淀区西苑100号,100091,62853368,社区家政服务,"每天8:00-11:30,13:30-17:30",家政服务
379,海淀区,青龙桥街道,中信所西苑小区社区,家政服务,中信所西苑小区家政服务站,海淀区西苑100号南一院,100091,62881420,家政服务,8：00－17：00,家政服务
380,海淀区,清河街道,当代城市家园社区,家政服务,海淀区清河街道社区服务中心,海淀区安宁庄东路8号,100085,62940185,　小时工、月嫂、保姆,周一至周五,家政服务
381,海淀区,清河街道,安宁北路社区,家政服务,安宁北路社区96156社区服务网点,安宁庄路5号院,100085,82710386,　提供家政服务人员信息,周一、周五,家政服务
382,海淀区,清河街道,安宁里社区,家政服务,北京京美达家政　,　安宁庄东路8号,100085,82712588,　介绍保姆、小时工,8：00-18:00,家政服务
383,海淀区,清河街道,清上园社区,家政服务,清河社区服务中心,安宁庄东路100号,100085,62940183,提供保姆、小时工、保洁、家教等服务,周一至周日,家政服务
384,海淀区,上地街道,东里第一社区,家政服务,　社区服务中心,　上地东里四区7号楼204,,62963167,　小时工,　9:00-17:00,家政服务
385,海淀区,田村路街道,建西苑社区,家政服务,建西苑家政服务公司,　建西苑居委会内,100043,58973282,　家政小时工,,家政服务
386,海淀区,田村路街道,东营房社区,家政服务,北京华盛丰西家政服务中心,　西四环北路137号,,63397618,　陪购物、陪看病、做饭、擦玻璃,,家政服务
387,海淀区,田村路街道,东营房社区,家政服务,美丽园贤惠家政,永定路乙1号乐府江南小区,,58977746,小时工、陪看病、做饭、擦玻璃,,家政服务
388,海淀区,田村路街道,金沟河社区,家政服务,永金里家政服务,永金里居委会院内,100143,88219310,　家政服务(小时工\保洁等),正常工作日,家政服务
389,海淀区,田村路街道,景宜里社区,家政服务,春光家美家政服务公司,乐府江南商务楼　,100143,588729354,家政服务　,周一至周日　,家政服务
390,海淀区,田村路街道,永金里社区,家政服务,　北京美丽园贤汇家政四,　　海淀区五棵松路81号4号楼1单元地下室东侧,100143,13521053359,　小时工、保姆、育婴师,,家政服务
391,海淀区,田村路街道,永景园社区,家政服务,乐府永景园桥,永定路甲1号5-2-102,100143,88635153,保姆、小时工服务,全天,家政服务
392,海淀区,田村路街道,玉阜嘉园社区,家政服务,　玉海园社区家政服务有限公司,　玉海园三里,100143,88264023,　家政服务,　周一至周日,家政服务
393,海淀区,田村路街道,玉海园二里社区,家政服务,玉海园社区服务有限公司,玉海园三里16号楼地下室,100143,88264023,家政服务,,家政服务
394,海淀区,田村路街道,玉海园三里社区,家政服务,　金喜善家政服务中心,　17号楼2门地下室,100143,88264707,　保姆、小时工、保洁、维修,,家政服务
395,海淀区,田村路街道,玉海园五里社区,家政服务,　金喜善家政服务, 三里17号楼　,100143,88261320,小时工  保姆  家政　,　全天,家政服务
396,海淀区,田村路街道,西木社区,家政服务,　华盛家政服务,海淀区西四环北路137号院　,100143,88140809,　小时工、保姆、工作介绍,,家政服务
397,海淀区,田村路街道,乐府家园社区,家政服务,　美丽园家政服务中心,　永定路乙1号11号楼5单元西侧,100143,58976563,　家政服务，满足社区居民要求家政服务。,　周一至周五上午9：00-11：30下午2：00-5： 00,家政服务
398,海淀区,田村路街道,泽丰苑社区,家政服务,　田村路街道社区服务中心,　海淀区,,,,　工作日,家政服务
399,海淀区,田村路街道,幸福社区,家政服务,乐府江南家政公司,永定路乙1号11号楼5单元西门　,100143,58976569,　小时工、月嫂、保姆介绍,　全天服务,家政服务
400,海淀区,田村路街道,玉海园一里社区 ,家政服务,玉海园社区服务有限公司　,玉泉路8号玉海园三里16号楼　,100043,88263199,家政服务　,每天8小时　,家政服务
401,海淀区,田村路街道,总政金沟河干休所社区,家政服务,　社区家政服务员自我管理协会,金沟河路1号院20楼,100143,66846381,　为社区家政服务员提供定期培训,,家政服务
402,海淀区,花园路街道,北太平庄路社区,家政服务,　家政服务,　　北三环中路43号院板三楼地下室,100088,62044763,　保姆、小时工等,　早8点－17.30,家政服务
403,海淀区,花园路街道,北极寺社区,家政服务,　北极寺家政服务站,　花园东路8号大院内,100191,66796497,　培训家庭保姆,,家政服务
404,海淀区,花园路街道,小关社区,家政服务,小关社区家政服务,北京市海淀区牡丹北里5号楼111室,100191,62081860,　满足居民家政需求,全天,家政服务
405,海淀区,花园路街道,迎春园社区,家政服务,迎春园社区家政服务站,迎春园社区11号楼101室,100191,62022697,为居民提供家政服务的咨询,工作时间,家政服务
406,海淀区,马连洼街道,63919部队社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
407,海淀区,马连洼街道,农大南路社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
408,海淀区,马连洼街道,古月园社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
409,海淀区,马连洼街道,菊园社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
410,海淀区,马连洼街道,百草园社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
411,海淀区,马连洼街道,百旺家苑社区,家政服务,北京九阳家政,马连洼北路菊花盛苑1号楼（竹园农业银行东侧四层小白楼）,100193,62811938,介绍小时工、家政服务员,周一~周五8:30-11:30，14:00-17:00,家政服务
412,海淀区,马连洼街道,百旺茉莉园社区,家政服务,芳玲家政服务中心,马连洼北路菊花盛苑1号楼,100193,62811938,　介绍保姆、小时工,9:00-18:00,家政服务
413,海淀区,马连洼街道,梅园社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
414,海淀区,马连洼街道,兰园社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,"9:00-11:00,14:00-17:30",家政服务
415,海淀区,马连洼街道,竹园社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,"9:00-11:00,14:00-17:30",家政服务
416,海淀区,马连洼街道,农大社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,"9:00-11:00,14:00-17:30",家政服务
417,海淀区,马连洼街道,农科三所社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,"9:00-11:00,14:00-17:30",家政服务
418,海淀区,马连洼街道,肖家河社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,"9:00-11:00,14:00-17:30",家政服务
419,海淀区,马连洼街道,西北旺社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
420,海淀区,马连洼街道,天秀花园社区,家政服务,芳龄家政服务中心,　马连洼北路菊花盛苑1号楼,100193,628110938,　提供保姆、小时工服务,9:00-11:00，14:00-17:30,家政服务
421,海淀区,马连洼街道,水利社区,家政服务,芳玲家政服务中心,海淀区马连洼街道服务中心二层,100193,62811938,解决社区内需要小时工，保姆等居民所需服务,　8:30—17：00,家政服务
422,海淀区,海淀街道,倒座庙社区,家政服务,　京城爱嫂月嫂公司,　海淀南路17楼后平房,100080,62656964,　月嫂、育儿嫂、家政服务员介绍,每日　,家政服务
423,海淀区,海淀街道,稻香园南社区,家政服务,海淀街道社区服务中心,　海淀区小南庄31号,100079,82611367,　生活照料、家庭设施维修、咨询服务等。,,家政服务
424,海淀区,海淀街道,海淀南路北社区,家政服务,海淀区三八服务社,海淀南路7号,100080,62645262,家政服务，职业培训,9:00-11:00，14:00-17:00,家政服务
425,海淀区,海淀街道,合建楼社区,家政服务,海淀街道社区服务中心,小南庄31号楼,100089,82611367,提供家政服务及各种维修服务。,9点-12点，14点-18点,家政服务
426,海淀区,海淀街道,碧水云天社区,家政服务,海淀街道社区服务中心,北京市海淀区小南庄31号楼,100089,62527349,　介绍保姆、小时工等,,家政服务
427,海淀区,海淀街道,稻北社区,家政服务,　海淀街道社区服务中心,　小南庄31号,,82611367,　家政咨询等,,家政服务
428,海淀区,海淀街道,芙蓉里社区,家政服务,社区服务中心,小南庄31号院,100089,62643989,　提供家政服务,9:00-17：00,家政服务
429,海淀区,海淀街道,稻香园西里社区,家政服务,海淀街道社区服务中心,　新区社区内,100089,82611367,　小时工、保姆介绍,　9—18,家政服务
430,海淀区,海淀街道,三义庙社区,家政服务,　海淀街道社区服务中心家政服务,　小南庄31号楼,100086,82615884,　家政服务,　早九点至晚六点,家政服务
431,海淀区,海淀街道,康桥蜂鸟园社区,家政服务,海淀街道社区服务中心,海淀区小南庄31号楼,100089,62527349,向辖区内居民提供保姆、小时工、月嫂等,周一至周五,家政服务
432,海淀区,海淀街道,新新家园社区,家政服务,祥云家政,汇鑫嘉园3号楼,100089,82566495,保姆、小时工、保洁,全天,家政服务
433,海淀区,海淀街道,紫金庄园社区,家政服务,　北京信侬家政服务有限责任公司,　7号楼312,100086,82656766,,　9:00-18:00,家政服务
434,海淀区,海淀街道,小南庄社区,家政服务,　小南庄社区服务中心,　小南庄31号楼,100080,82611367,　家政服务,周一至周日,家政服务
435,海淀区,海淀街道,万南社区,家政服务,诚与情家政,小南庄37楼102室,100089,82620365,　介绍保姆、小时工,　早8点-晚8点,家政服务
436,海淀区,海淀街道,万南社区,家政服务,天利仁和家政中心,小南庄35楼201室,,62548148,,,家政服务
437,海淀区,曙光街道,时雨园社区,家政服务,　曙光街道,下沉式广场001-1-010号,100097,,　家电维修、小时工、保姆等,每天,家政服务
438,海淀区,曙光街道,晴雪园社区,家政服务,洁淼家政公司,金源时代购物中心六层657号,100097,88893799,保姆、小时工、室内保洁、月嫂、看护老人、医院陪护、家电维修、清洗油烟机等,8:00-18:00,家政服务
439,海淀区,曙光街道,远大园社区,家政服务,　远大园社区家政公司,远大园社区 四区12号楼,100097,88596850,保姆、小时工、月嫂、看护老人、医院陪护、家电维修、清洗油烟机、干洗衣服　,,家政服务
440,海淀区,曙光街道,望塔园社区,家政服务,　曙光物业家政服务中心,　曙光花园南门西侧商业街二层,100097,88436079,　保姆、小时工、看护老人、清洗油烟机,,家政服务
441,海淀区,曙光街道,曙光花园社区,家政服务,　曙光物业家政服务中心,　曙光花园南门西侧商业街二层,100097,88464232,　保姆、小时工、看护老人、清洗油烟机,　每天8小时,家政服务
442,海淀区,曙光街道,世纪城东区社区,家政服务,爱侬家政（海淀世纪城分部）,北京市海淀区世纪城板井路59号,100097,88596570,提供月嫂、保姆、钟点工、病人陪护、保洁服务、单位用人、培训保姆,上9:00至12:00,家政服务
443,海淀区,甘家口街道,阜南社区,家政服务,　海花家政公司,　花园村社区服务中心院内,100037,88413767,　家政服务,周一至周五全天,家政服务
444,海淀区,甘家口街道,甘东社区,家政服务,　甘家口街道社区服务中心,　北京市海淀区花园村甲10号,100044,68710918,　介绍保姆、小时工等,　周一至周五,家政服务
445,海淀区,甘家口街道,航天社区,家政服务,百家宜家政公司,　海淀区阜成路8号,100830,57113966,　家政服务、洗车、理发、收废品,工作日,家政服务
446,海淀区,甘家口街道,工运社区,家政服务,　花园村社区服务中心,　花园村甲10号　,100048,68469489,提供小时工、保姆　,9：00-17：00,家政服务
447,海淀区,甘家口街道,工商大学社区,家政服务,　北京海花诚挚家政公司,　北京市海淀区三虎桥南路12号院3号楼旁平房,100037,88413767,1、清洁卫生2、洗衣做饭3、理发4陪护,　24小时,家政服务
448,海淀区,甘家口街道,机械院社区,家政服务,甘家口街道社区服务中心　,花园村甲12号,100044,68710918,提供家政服务、电脑维修等,周一至五,家政服务
449,海淀区,甘家口街道,中纺社区,家政服务,甘家口街道社区服务中心,　北京市海淀区花园村甲10号,100044,68710918,　介绍保姆、小时工等,　周一到周五,家政服务
450,海淀区,甘家口街道,花园村社区,家政服务,海花家政　,车公庄西路30号　,100048,68415627,家政服务　,9：00-18：00,家政服务
451,海淀区,甘家口街道,进口社区,家政服务,进口社区家政服务中心,三里河路5号院社区工作站,100044,68339461,保姆、小时工介绍,　早8点至晚5点,家政服务
452,海淀区,甘家口街道,西三环社区,家政服务,　海花家政,　车公庄西路45号院内车棚旁,100048,88413767,　介绍保姆、月嫂、小时工,　周一至周日（9:00-21:00）,家政服务
453,海淀区,甘家口街道,四道口社区,家政服务,甘家口街道社区服务中心,北京市海淀区花园村甲10号,100044,68710918,介绍保姆、小时工等　,周一至周五　,家政服务
454,海淀区,甘家口街道,水科院社区,家政服务,甘家口街道社区服务中心　,海淀区车公庄西路花园村甲10号　,100048,88131260,　家政服务,周一到周五　,家政服务
455,海淀区,甘家口街道,潘庄社区,家政服务,甘家口街道社区服务中心　,花园村甲12号,100044,68710918,提供家政服务、电脑维修等,周一至五,家政服务
456,海淀区,四季青镇,北区社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
457,海淀区,清华园街道,南楼社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
458,海淀区,清华园街道,蓝旗营社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
459,海淀区,清华园街道,荷清苑社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
460,海淀区,清华园街道,东楼社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
461,海淀区,清华园街道,中楼社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
462,海淀区,清华园街道,西南社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
463,海淀区,清华园街道,西楼社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
464,海淀区,清华园街道,西北社区,家政服务,北京诚尔信家政服务公司,海淀区清华大学清华园一区65号,100084,62772669,保姆、小时工、清洁厨卫、擦洗地板、清洗油烟机等家政服务,全天,家政服务
465,海淀区,万寿路街道,翠微西里社区,家政服务,俊雅鸿芳家政服务部,海淀万寿路翠微西里小区传达室内,100086,68258757,　小时工、保姆介绍,8点-17点　,家政服务
466,海淀区,万寿路街道,翠微路社区,家政服务,翠微路家政服务,翠微路甲9号院,100036,,家政服务,　　周一至周五8：30-17：00,家政服务
467,海淀区,万寿路街道,翠微北里社区,家政服务,北京吉利明珠家政服务中心,翠微北里12号楼一层,100036,68254186、68251619,介绍保姆、小时工,上午8:00—下午 20:00，周六日不休息,家政服务
468,海淀区,万寿路街道,复兴路24号社区,家政服务,　复兴路24号社区,　复兴路24号社区美洁家政服务公司,100852,66700937,　擦洗油烟机、介绍小时工、保姆等,　24小时服务,家政服务
469,海淀区,万寿路街道,通信部社区,家政服务,通信部社区家政服务,复兴路20号东区50楼下平房,100840,66816240,　小时工、介绍保姆、清洗油烟机,9：00-18：00,家政服务
470,海淀区,万寿路街道,复兴路61号社区,家政服务,　复兴路乙59号,　复兴路61号,100036,68238104,,,家政服务
471,海淀区,万寿路街道,复兴路83号社区,家政服务,复兴路83号居委会,复兴路83号社区居委会,100039,66829609,介绍保姆、小时工,"上午9-11：30,下午1：30-5：30",家政服务
472,海淀区,万寿路街道,万寿路1号社区,家政服务,　治安、环境、社区关怀,海淀区万寿路1号21号楼地下室　,100036,51823744,　治安、巡逻、环境保洁、社区关怀,　9:00-18:00,家政服务
473,海淀区,万寿路街道,太平路24号社区,家政服务,太平路24号社区居委会,太平路24号1平房1号,100036,66860375,保姆、钟点工介绍、订牛奶服务。,根据需要,家政服务
474,海淀区,万寿路街道,太平路27号社区,家政服务,太平路27号社区服务站,太平路27号院西平房,100850,66874516,小时工、保母介绍,工作时间,家政服务
475,海淀区,万寿路街道,五棵松紫金长安社区,家政服务,　好运康,　西翠路17号院5号楼,100036,68134459,　家政服务,　周一-周五8：30-17：00,家政服务
476,海淀区,万寿路街道,朱各庄社区,家政服务,好运康家政服务中心　,万寿路4号院31楼-6-02　,100036,68134459,　家政服务,8:00-18:00　,家政服务
477,海淀区,万寿路街道,永定路西里社区,家政服务,　北京市三八家政服务中心万寿路分中心,　海淀区永定路西里万寿路街道社区服务中心一层东侧,100039,68219690,　居民家政服务，小时工等；,周一至周日9:00-17:00　,家政服务
478,海淀区,温泉镇,航材院社区,家政服务,　爱帮仁和家政服务公司,　太舟坞居委会旁边,100095,,　为社区居民提供家政服务,,家政服务
479,海淀区,西三旗街道,清景园社区,家政服务,　西三旗社区服务中心96156,　北京市海淀区清河永泰中路50号楼,100192,96156,　提供家政服务,　周一至周五,家政服务
480,海淀区,西三旗街道,育新花园社区,家政服务,　九通家政服务公司,　育新花园16号楼,100096,,　  家政服务,,家政服务
481,海淀区,香山街道,四王府社区,家政服务,香山红枫爱心家园服务队,香山鲍家窑9号,100093,62592833,　家庭保姆、小时工、月嫂、家教、送花、代买代购等服务。,　全天,家政服务
482,海淀区,学院路街道,768厂社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
483,海淀区,学院路街道,林大社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
484,海淀区,学院路街道,二里庄社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
485,海淀区,学院路街道,二里庄干休所社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
486,海淀区,学院路街道,六道口社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
487,海淀区,学院路街道,地大二社区,家政服务,北京市海淀区三八家务服务中心,北京市海淀区志新社区活动中心,100083,62311090,家政服务、月嫂服务、保洁服务、培训咨询、家教服务、职业介绍,9:00-17:00,家政服务
488,海淀区,学院路街道,北科大社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
489,海淀区,学院路街道,东王庄社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
490,海淀区,学院路街道,健翔园社区,家政服务,北京市海淀区三八家务服务中心,北京市海淀区志新社区活动中心,100083,62311090,家政服务、月嫂服务、保洁服务、培训咨询、家教服务、职业介绍,9:00-17:00,家政服务
491,海淀区,学院路街道,城建四社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
492,海淀区,学院路街道,矿大社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
493,海淀区,学院路街道,地质大院第一社区,家政服务,地大院第一社区家政服务站,海淀区成府路20号眷七楼西侧,100083,82322540,保姆、小时工,上午：8：00-11:00  下午：14:00-17:00,家政服务
494,海淀区,学院路街道,静淑苑社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
495,海淀区,学院路街道,建清园社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
496,海淀区,学院路街道,富润社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
497,海淀区,学院路街道,六道口社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
498,海淀区,学院路街道,农大东区社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
499,海淀区,学院路街道,展春园第一社区,家政服务,北京市海淀区三八家务服务中心,北京市海淀区志新社区活动中心,100083,62311090,家政服务、月嫂服务、保洁服务、培训咨询、家教服务、职业介绍,9:00-17:00,家政服务
500,海淀区,学院路街道,志新社区,家政服务,北京市海淀区三八家务服务中心,北京市海淀区志新社区活动中心,100083,62311090,家政服务、月嫂服务、保洁服务、培训咨询、家教服务、职业介绍,9:00-17:00,家政服务
501,海淀区,学院路街道,六道口第二社区,家政服务,北京家福宁家政有限公司,北京市海淀区二里庄社区服务中心　,100083,62329603,家政服务、代理招聘、培训咨询、家电维修、厨卫维修、搬家货运、电脑维修、家居维修,8:30-17:00,家政服务
502,海淀区,学院路街道,语言大学社区,家政服务,北京市海淀三八家务服务中心北语服务站,学院路15号北京语言大学17号楼国际留学生之家东侧,100083,82303116,住家服务员、小时工、保洁服务、病人护理、康复、月嫂服务、育婴服务,8:00-21:00,家政服务
503,海淀区,学院路街道,展春园第二社区,家政服务,北京市海淀区三八家务服务中心,北京市海淀区志新社区活动中心,100083,62311090,家政服务、月嫂服务、保洁服务、培训咨询、家教服务、职业介绍,9:00-17:00,家政服务
